name,owner,repository,commit,source_path,local_skill_file,source_url,catalogs,description
finishing-a-development-branch,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/finishing-a-development-branch,sources/obra/superpowers/skills/finishing-a-development-branch/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/finishing-a-development-branch,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work"
receiving-code-review,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/receiving-code-review,sources/obra/superpowers/skills/receiving-code-review/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/receiving-code-review,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation"
requesting-code-review,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/requesting-code-review,sources/obra/superpowers/skills/requesting-code-review/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/requesting-code-review,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements"
subagent-driven-development,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/subagent-driven-development,sources/obra/superpowers/skills/subagent-driven-development/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/subagent-driven-development,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,Use when executing implementation plans with independent tasks in the current session
systematic-debugging,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/systematic-debugging,sources/obra/superpowers/skills/systematic-debugging/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/systematic-debugging,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
test-driven-development,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/test-driven-development,sources/obra/superpowers/skills/test-driven-development/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/test-driven-development,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when implementing any feature or bugfix, before writing implementation code"
using-git-worktrees,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/using-git-worktrees,sources/obra/superpowers/skills/using-git-worktrees/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/using-git-worktrees,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback
using-superpowers,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/using-superpowers,sources/obra/superpowers/skills/using-superpowers/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/using-superpowers,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when starting any conversation - establishes how to find and use skills, requiring skill invocation before ANY response including clarifying questions"
verification-before-completion,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/verification-before-completion,sources/obra/superpowers/skills/verification-before-completion/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/verification-before-completion,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always"
writing-plans,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/writing-plans,sources/obra/superpowers/skills/writing-plans/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/writing-plans,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when you have a spec or requirements for a multi-step task, before touching code"
writing-skills,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/writing-skills,sources/obra/superpowers/skills/writing-skills/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/writing-skills,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
code-simplifier,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/code-simplifier,sources/rtk-ai/rtk/.claude/skills/code-simplifier/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/code-simplifier,additional-repositories.md,"Review RTK Rust code for idiomatic simplification. Detects over-engineering, unnecessary allocations, verbose patterns. Applies Rust idioms without changing behavior."
design-patterns,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/design-patterns,sources/rtk-ai/rtk/.claude/skills/design-patterns/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/design-patterns,additional-repositories.md,"Rust design patterns for RTK. Newtype, Builder, RAII, Trait Objects, State Machine. Applied to CLI filter modules. Use when designing new modules or refactoring existing ones."
issue-triage,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/issue-triage,sources/rtk-ai/rtk/.claude/skills/issue-triage/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/issue-triage,additional-repositories.md,>
performance,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/performance,sources/rtk-ai/rtk/.claude/skills/performance/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/performance,additional-repositories.md,"CLI performance optimization - startup time, memory usage, token savings benchmarking"
pr-review,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/pr-review,sources/rtk-ai/rtk/.claude/skills/pr-review/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/pr-review,additional-repositories.md,>
pr-triage,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/pr-triage,sources/rtk-ai/rtk/.claude/skills/pr-triage/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/pr-triage,additional-repositories.md,>
repo-recap,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/repo-recap,sources/rtk-ai/rtk/.claude/skills/repo-recap/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/repo-recap,additional-repositories.md,"Generate a comprehensive repo recap (PRs, issues, releases) for sharing with team. Pass ""en"" or ""fr"" as argument for language (default fr)."
rtk-tdd,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/rtk-tdd,sources/rtk-ai/rtk/.claude/skills/rtk-tdd/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/rtk-tdd,additional-repositories.md,>
rtk-triage,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/rtk-triage,sources/rtk-ai/rtk/.claude/skills/rtk-triage/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/rtk-triage,additional-repositories.md,>
security-guardian,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/security-guardian,sources/rtk-ai/rtk/.claude/skills/security-guardian/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/security-guardian,additional-repositories.md,"CLI security expert for RTK - command injection, shell escaping, hook security"
ship,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/ship,sources/rtk-ai/rtk/.claude/skills/ship/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/ship,additional-repositories.md,"Build, commit, push & version bump workflow - automates the complete release cycle"
tdd-rust,rtk-ai,rtk,6d104308c56c0a51250f8a200e5056787128fb65,.claude/skills/tdd-rust,sources/rtk-ai/rtk/.claude/skills/tdd-rust/SKILL.md,https://github.com/rtk-ai/rtk/tree/develop/.claude/skills/tdd-rust,additional-repositories.md,"TDD workflow for RTK filter development. Red-Green-Refactor with Rust idioms. Real fixtures, token savings assertions, snapshot tests with insta. Auto-triggers on new filter implementation."
